Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2010",,,,,,,,,,,
State,City,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
,Highland,9,0,0,1,8,192,26,163,3,0
,Highland Park,17,0,2,0,15,364,60,296,8,1
,Highwood,9,1,2,0,6,46,5,39,2,0
,Hillsboro,21,0,2,0,19,46,5,41,0,0
,Hinckley,3,0,0,0,3,25,10,14,1,0
,Hinsdale,3,0,0,1,2,237,23,212,2,1
,Hodgkins,4,0,0,0,4,252,2,244,6,1
,Hoffman Estates,58,0,8,18,32,749,118,610,21,4
,Homer,6,0,0,0,6,6,2,4,0,0
,Hometown,0,0,0,0,0,54,7,46,1,0
,Homewood,32,0,0,23,9,738,104,613,21,0
,Hoopeston,23,0,9,1,13,208,64,137,7,0
,Huntley,7,0,0,2,5,206,22,181,3,1
,Indianola,0,0,0,0,0,0,0,0,0,0
,Irving,1,0,0,0,1,7,4,3,0,0
,Itasca,4,0,0,0,4,126,14,109,3,0
,Jacksonville,75,0,14,5,56,514,165,343,6,11
,Jerseyville,37,0,10,0,27,235,21,205,9,0
,Johnsburg,1,0,0,0,1,128,18,108,2,0
,Joliet,543,11,31,126,375,"4,190",957,"3,058",175,25
,Kankakee,245,4,42,99,100,"1,132",339,746,47,12
,Kenilworth,0,0,0,0,0,38,5,33,0,0
,Kewanee,50,0,12,4,34,538,76,455,7,2
,Kildeer,1,0,0,0,1,40,5,35,0,0
,Kincaid,5,0,0,0,5,11,4,6,1,8
,Kingston,0,0,0,0,0,6,2,4,0,0
,Knoxville,1,0,0,0,1,58,16,39,3,0
,Lacon,1,0,0,0,1,18,5,12,1,0
,La Grange,11,0,0,8,3,202,46,150,6,0
,La Grange Park,7,0,0,3,4,119,5,111,3,0
,Lake Bluff,0,0,0,0,0,31,11,19,1,0
,Lake in the Hills,32,0,0,3,29,238,41,189,8,5
,Lakemoor,12,0,0,1,11,79,37,41,1,0
,Lake Villa,13,0,1,2,10,97,7,87,3,0
,Lake Zurich,8,0,2,2,4,301,25,271,5,3
,La Salle,17,0,1,2,14,160,38,118,4,1
,Lawrenceville,15,0,1,0,14,60,23,31,6,3
,Leland Grove,0,0,0,0,0,22,7,14,1,0
,Lemont,5,0,0,0,5,170,18,148,4,2
,Le Roy,6,0,1,0,5,74,27,46,1,3
,Libertyville,17,0,10,2,5,360,40,312,8,0
,Lincoln,68,0,1,1,66,667,141,511,15,6
,Lincolnshire,3,0,0,2,1,108,9,99,0,1
,Lincolnwood,13,0,3,3,7,484,71,398,15,1
,Lindenhurst,4,0,3,0,1,76,10,66,0,0
,Lisle,16,0,0,8,8,314,34,264,16,1
,Litchfield,21,0,1,1,19,229,33,193,3,0
,Loami,0,0,0,0,0,4,1,3,0,0
,Lockport,35,1,4,4,26,312,31,275,6,3
,Lombard,53,0,5,12,36,"1,187",94,"1,069",24,1
,Loves Park,86,0,17,29,40,864,175,650,39,4
,Lyons,21,1,0,8,12,261,61,192,8,4
,Machesney Park,59,0,7,5,47,706,155,532,19,1
,Macomb,26,0,5,1,20,412,55,352,5,0
,Mahomet,11,0,1,1,9,74,16,56,2,0
,Manhattan,6,0,0,0,6,36,3,33,0,0
,Maple Park,0,0,0,0,0,5,0,5,0,0
,Marissa,6,0,0,2,4,51,18,31,2,2
,Maroa,6,0,0,0,6,18,4,13,1,0
,Martinsville,2,0,0,1,1,35,15,20,0,0
,Mascoutah,4,0,1,2,1,95,6,89,0,0
,Mattoon,91,2,21,5,63,486,141,323,22,10
,Maywood,221,3,9,98,111,962,297,562,103,3
,McCook,11,0,0,0,11,32,4,16,12,0
,McHenry,37,1,9,2,25,542,55,480,7,3
,McLean,0,0,0,0,0,5,0,5,0,0
,Melrose Park,57,0,10,15,32,628,93,439,96,2
,Mendota,3,0,1,1,1,177,24,152,1,0
,Meredosia,0,0,0,0,0,6,2,4,0,0
,Metropolis,45,0,7,6,32,278,50,226,2,4
,Midlothian,42,0,2,29,11,345,104,226,15,5
,Milan,11,0,4,1,6,130,23,98,9,0
,Milledgeville,1,0,0,0,1,29,7,22,0,8
,Millstadt,8,0,1,0,7,39,19,19,1,1
,Minooka,7,0,0,1,6,173,20,153,0,0
,Mokena,12,1,4,1,6,214,20,184,10,5
,Moline,216,1,26,22,167,"1,487",302,"1,140",45,3
,Momence,31,0,0,1,30,49,14,35,0,0
,Monmouth,56,1,6,5,44,473,78,380,15,4
,Montgomery,23,0,4,6,13,348,61,281,6,2
,Monticello,12,0,0,2,10,58,8,48,2,1
,Morris,33,0,5,5,23,505,65,432,8,6
,Morrison,5,0,1,0,4,76,19,57,0,0
,Morton,8,0,0,2,6,168,44,116,8,1
,Morton Grove,11,0,3,3,5,396,75,306,15,0
,Mount Carmel,21,0,7,0,14,114,24,83,7,2
,Mount Carroll,1,0,0,0,1,44,7,35,2,0
,Mount Morris,1,0,0,0,1,51,8,42,1,0
,Mount Prospect,35,1,5,4,25,666,72,567,27,0
,Mount Pulaski,2,0,0,0,2,13,1,12,0,0
,Mount Zion,4,0,1,1,2,54,10,43,1,1
,Moweaqua,0,0,0,0,0,3,2,1,0,0
,Mundelein,12,0,3,3,6,421,57,358,6,2
,New Athens,0,0,0,0,0,18,4,14,0,0
,New Lenox,10,0,1,2,7,266,18,244,4,2
,Normal,146,0,11,38,97,"1,497",350,"1,109",38,2
,Norridge,14,0,2,6,6,539,50,479,10,2
,North Aurora,35,0,6,3,26,283,28,253,2,0
,Northbrook,8,0,3,2,3,450,63,379,8,2
,Northfield,0,0,0,0,0,112,18,92,2,0
,Northlake,11,1,0,5,5,395,42,340,13,2
,North Riverside,16,0,2,7,7,541,20,506,15,0
,Oak Brook,3,1,0,0,2,609,13,591,5,0
,Oakbrook Terrace,3,0,0,1,2,121,8,111,2,0
,Oak Forest,39,0,3,15,21,459,88,356,15,5
,Oak Lawn,89,1,5,40,43,"1,117",166,885,66,5
,Oak Park,192,1,5,138,48,"1,725",380,"1,274",71,2
,Oakwood,0,0,0,0,0,15,7,8,0,0
,Oakwood Hills,1,0,0,0,1,19,8,11,0,0
,Oblong,14,0,0,0,14,20,12,8,0,1
,O'Fallon,33,0,12,11,10,704,114,572,18,1
,Ogden,0,0,0,0,0,0,0,0,0,0
,Oglesby,5,0,0,0,5,46,3,41,2,2
,Old Shawneetown,1,0,0,0,1,4,1,3,0,0
,Olney,26,0,10,0,16,311,52,245,14,3
,Olympia Fields,10,0,3,4,3,204,23,171,10,1
,Orion,0,0,0,0,0,25,1,24,0,0
,Orland Park,23,1,1,7,14,"1,159",38,"1,106",15,3
,Oswego,32,0,11,2,19,473,36,434,3,11
,Palatine,34,0,9,10,15,893,39,840,14,3
,Palestine,1,0,0,0,1,9,1,8,0,0
,Palos Heights,3,0,0,3,0,220,9,210,1,1
,Palos Hills,4,0,0,2,2,188,23,158,7,1
,Palos Park,1,0,0,1,0,32,5,26,1,0
,Pana,3,0,0,0,3,110,29,76,5,1
,Paris,45,0,0,0,45,108,25,71,12,0
,Park City,9,0,3,3,3,142,34,97,11,1
,Park Forest,50,4,3,18,25,433,186,240,7,4
,Park Ridge,15,0,1,4,10,571,134,424,13,6
,Pawnee,4,1,0,0,3,31,4,26,1,0
,Pekin,116,3,15,6,92,843,170,634,39,4
,Peoria,878,22,31,306,519,"5,163","1,460","3,436",267,61
,Peotone,2,0,1,0,1,49,7,42,0,0
,Peru,10,0,4,0,6,259,31,224,4,0
,Pinckneyville,7,1,0,0,6,26,5,20,1,1
,Pittsfield,0,0,0,0,0,6,0,6,0,0
,Plainfield,21,0,4,4,13,510,65,436,9,4
,Plano,19,0,11,3,5,198,44,146,8,1
,Plymouth,1,0,0,0,1,9,0,9,0,0
,Pontiac,53,0,6,2,45,360,57,300,3,0
,Pontoon Beach,6,0,2,3,1,114,31,79,4,0
,Posen,13,0,0,7,6,240,48,173,19,0
,Potomac,0,0,0,0,0,4,1,3,0,0
,Prairie du Rocher,0,0,0,0,0,0,0,0,0,0
,Prospect Heights,8,0,3,2,3,163,48,104,11,2
,Quincy,186,1,37,16,132,"1,339",263,"1,039",37,5
,Rankin,1,0,0,0,1,0,0,0,0,0
,Rantoul,129,0,20,6,103,318,123,181,14,3
,Raymond,0,0,0,0,0,1,1,0,0,0
,Red Bud,27,0,1,0,26,38,14,23,1,0
,Richmond,2,0,0,1,1,28,3,22,3,0
,Richton Park,35,0,7,17,11,385,135,205,45,0
,Ridge Farm,0,0,0,0,0,3,0,3,0,0
,River Forest,17,0,1,10,6,274,43,228,3,0
,River Grove,11,0,5,0,6,226,36,169,21,0
,Riverside,8,0,0,0,8,188,15,169,4,0
,Riverwoods,1,0,0,0,1,28,4,24,0,0
,Rochester,0,0,0,0,0,47,14,32,1,0
,Rock Falls,21,0,7,1,13,380,91,283,6,0
,Rockford,"2,272",21,110,495,"1,646","7,805","2,375","4,992",438,89
,Rock Island,307,3,21,51,232,"1,306",356,872,78,6
,Romeoville,32,1,5,10,16,776,112,648,16,5
,Roodhouse,2,1,0,0,1,18,8,10,0,0
,Roselle,24,0,8,9,7,267,48,214,5,1
,Rosemont,4,0,0,0,4,231,12,206,13,1
,Round Lake,34,0,2,7,25,173,23,146,4,3
,Round Lake Beach,64,0,15,12,37,650,91,552,7,7
,Round Lake Heights,2,0,0,1,1,47,3,43,1,1
,Roxana,1,0,0,0,1,52,11,36,5,1
,Royalton,4,0,0,0,4,16,3,13,0,0
,Ruma,0,0,0,0,0,4,0,4,0,0
,Rushville,2,0,0,0,2,43,8,34,1,0
,Salem,16,0,2,1,13,357,69,284,4,3
,Sauget,17,1,3,1,12,58,2,51,5,0
,Schaumburg,85,1,18,35,31,"2,282",243,"1,974",65,4
,Schiller Park,21,0,4,10,7,241,49,177,15,2
,Shawneetown,2,0,0,0,2,12,0,12,0,0
,Sherman,5,0,0,0,5,39,7,31,1,0
,Shiloh,21,0,7,4,10,220,51,158,11,1
,Shorewood,15,0,3,2,10,172,38,131,3,2
,Sidell,0,0,0,0,0,0,0,0,0,0
,Silvis,28,0,3,2,23,319,44,268,7,1
,Skokie,157,0,9,61,87,"1,800",368,"1,356",76,13
,Sleepy Hollow,0,0,0,0,0,13,3,10,0,0
,Smithton,0,0,0,0,0,25,0,24,1,0
,Somonauk,1,0,1,0,0,30,3,27,0,0
,South Chicago Heights,20,0,0,8,12,149,22,117,10,0
,South Elgin,18,0,3,1,14,230,13,212,5,1
,Southern View,3,0,0,0,3,48,5,41,2,0
,South Holland,50,0,3,36,11,483,141,304,38,2
,South Jacksonville,5,0,3,0,2,40,3,37,0,0
,South Pekin,8,0,1,0,7,18,5,11,2,0
,Sparta,10,0,3,1,6,99,21,78,0,1
,Springfield,"1,452",7,104,338,"1,003","7,567","2,167","5,160",240,57
,Spring Grove,2,0,0,0,2,70,8,62,0,0
,St. Anne,2,0,1,0,1,33,8,25,0,6
,Staunton,9,0,1,2,6,107,15,89,3,0
,Steger,28,0,2,11,15,334,72,242,20,2
,Sterling,42,0,12,2,28,645,119,515,11,3
,Stockton,5,0,3,0,2,74,15,57,2,0
,Stone Park,14,0,0,1,13,97,42,51,4,0
,Streamwood,35,0,5,4,26,698,112,566,20,2
,Sugar Grove,6,0,3,1,2,73,13,56,4,0
,Summit,72,2,1,25,44,332,94,172,66,2
,Swansea,13,0,2,4,7,241,44,187,10,0
,Sycamore,7,0,2,1,4,286,22,257,7,1
,Thornton,3,0,1,1,1,50,11,34,5,0
,Tilton,11,0,2,4,5,51,16,34,1,5
,Tinley Park,49,0,8,16,25,975,108,845,22,1
,Trenton,2,0,1,0,1,22,0,22,0,0
,Troy,12,0,6,0,6,97,13,81,3,1
,Tuscola,3,0,0,0,3,53,7,46,0,2
,Urbana,292,0,23,64,205,"1,253",341,889,23,8
,Vermont,0,0,0,0,0,0,0,0,0,0
,Vernon Hills,6,1,0,0,5,673,53,617,3,0
,Villa Park,30,1,2,12,15,492,65,401,26,4
,Warrensburg,1,0,0,0,1,12,1,11,0,0
,Warrenville,14,0,7,4,3,144,31,106,7,3
,Washburn,0,0,0,0,0,4,1,3,0,1
,Waterloo,3,0,0,0,3,81,7,74,0,0
,Watseka,13,0,0,1,12,166,45,118,3,0
,Wauconda,10,0,1,3,6,165,27,137,1,0
,Wayne,0,0,0,0,0,12,3,7,2,0
,Westchester,15,0,0,5,10,282,63,205,14,1
,West Chicago,29,0,7,3,19,361,82,267,12,4
,West City,10,0,1,0,9,46,11,35,0,0
,West Dundee,8,0,1,2,5,240,11,227,2,2
,Western Springs,1,0,0,0,1,104,22,81,1,2
,West Frankfort,27,0,1,5,21,177,80,81,16,6
,Westmont,29,3,5,10,11,342,74,251,17,2
,Westville,14,0,2,2,10,46,13,29,4,0
,Wheaton,24,0,6,3,15,786,94,679,13,164
,Wheeling,62,1,9,8,44,637,99,512,26,1
,White Hall,1,0,1,0,0,29,6,23,0,0
,Willowbrook,9,0,1,0,8,167,22,141,4,0
,Willow Springs,1,0,0,1,0,48,7,39,2,0
,Wilmington,3,0,0,0,3,117,9,95,13,1
,Winfield,2,0,0,0,2,59,6,52,1,0
,Winnebago,1,0,0,0,1,56,24,31,1,1
,Winnetka,7,0,0,1,6,148,19,127,2,2
,Winthrop Harbor,10,0,4,1,5,96,22,69,5,2
,Witt,0,0,0,0,0,8,5,3,0,0
,Wood Dale,8,0,0,2,6,205,21,170,14,0
,Woodridge,48,0,8,13,27,429,42,366,21,3
,Wood River,44,0,11,8,25,541,66,455,20,3
,Woodstock,25,0,4,4,17,391,36,350,5,2
,Worth,9,0,0,2,7,157,31,117,9,1
,Yorkville,18,0,3,1,14,214,50,162,2,3
INDIANA,Albion,1,0,0,0,1,1,0,1,0,0
,Alexandria,4,0,1,0,3,255,40,208,7,0
,Anderson,199,3,32,85,79,"3,072",753,"2,095",224,21
,Angola,8,0,2,1,5,432,31,398,3,2
,Attica,6,0,2,2,2,66,15,44,7,1
,Auburn,14,0,5,3,6,361,76,276,9,0
,Aurora,19,0,1,1,17,134,24,110,0,0
,Austin,24,0,1,9,14,153,41,100,12,1
,Avon,51,0,0,5,46,548,47,487,14,0
,Bargersville,7,0,0,0,7,2,1,0,1,0
,Batesville,22,0,1,1,20,113,19,93,1,0
,Bedford,14,1,4,1,8,425,46,352,27,0
,Beech Grove,46,1,6,24,15,456,71,348,37,1
,Berne,5,0,1,0,4,31,7,22,2,0
,Bloomington,306,1,31,72,202,"3,143",815,"2,203",125,17
,Bluffton,0,0,0,0,0,386,71,314,1,0
,Boonville,11,0,0,0,11,178,7,160,11,
,Brazil,50,0,4,0,46,198,23,167,8,0
,Bremen,1,0,0,0,1,81,11,67,3,0
,Brownsburg,32,0,2,1,29,276,57,210,9,2
,Burns Harbor,2,0,0,0,2,23,4,16,3,0
,Carmel,42,0,8,1,33,897,114,748,35,5
,Cedar Lake,7,0,3,4,0,417,57,341,19,1
,Charlestown,7,0,1,3,3,367,71,292,4,0
,Chesterfield,11,0,1,1,9,67,5,57,5,0
,Chesterton,14,0,3,3,8,281,46,226,9,2
,Clarksville,135,0,10,40,85,"1,471",213,"1,176",82,0
,Columbia City,10,0,5,1,4,181,26,145,10,0
,Columbus,78,0,17,21,40,"2,269",282,"1,834",153,9
,Corydon,1,0,0,0,1,45,12,31,2,0
,Crawfordsville,29,1,4,3,21,640,149,475,16,1
,Crown Point,19,0,2,8,9,522,36,460,26,1
,Culver,0,0,0,0,0,47,4,40,3,0
,Danville,4,0,2,0,2,109,13,91,5,0
,Decatur,3,0,0,1,2,66,18,46,2,0
,Delphi,3,0,1,0,2,88,11,74,3,0
,Dyer,10,1,0,4,5,353,25,292,36,0
,East Chicago,210,12,11,109,78,"1,959",571,"1,112",276,11
,Elkhart,156,1,35,116,4,"2,330",709,"1,507",114,25
,Ellettsville,43,0,1,1,41,85,26,57,2,0
,Elwood,13,0,5,4,4,536,117,411,8,1
,Evansville,493,5,63,143,282,"5,544","1,086","4,248",210,68
,Fairmount,7,0,2,0,5,47,14,32,1,0
,Fishers,18,0,2,12,4,730,82,623,25,1
,Fort Wayne5,746,23,96,314,313,"8,860","2,140","6,433",287,50
,Fowler,1,0,0,0,1,6,1,3,2,0
,Frankfort,43,0,4,9,30,716,144,541,31,3
,Franklin,51,0,6,3,42,903,96,799,8,3
,Gas City,42,0,5,2,35,247,63,179,5,0
,Goshen,33,0,11,15,7,"1,040",242,764,34,10
,Greendale,8,0,1,2,5,33,13,20,0,0
,Greenfield,15,0,1,4,10,383,39,327,17,0
,Greenwood,179,0,3,21,155,"1,772",113,"1,602",57,8
,Griffith,36,1,6,10,19,621,93,470,58,1
,Hagerstown,1,0,1,0,0,59,19,39,1,0
,Hammond,663,10,27,209,417,"3,881","1,070","2,317",494,36
,Hartford City,7,0,0,5,2,204,60,137,7,0
,Highland,17,0,1,6,10,821,81,683,57,1
,Hobart,78,0,2,19,57,"1,467",158,"1,225",84,11
,Huntingburg,0,0,0,0,0,88,10,73,5,0
,Huntington,21,0,2,1,18,366,76,277,13,7
,Jasper,4,0,2,0,2,173,29,136,8,0
,Jeffersonville,323,1,0,34,288,"1,354",370,869,115,2
,Kokomo,152,3,20,63,66,"2,380",475,"1,862",43,0
,Lafayette,264,2,30,49,183,"2,704",524,"2,000",180,25
,Lake Station,27,1,5,8,13,541,85,428,28,4
,La Porte,36,0,5,18,13,"1,111",186,895,30,5
,Lawrenceburg,10,0,4,5,1,210,15,191,4,0
,Ligonier,2,0,0,1,1,34,7,19,8,0
,Linton,2,0,1,0,1,208,0,207,1,0
,Logansport,21,0,7,3,11,872,96,724,52,8
,Long Beach,0,0,0,0,0,19,18,0,1,0
,Lowell,15,0,1,1,13,158,16,138,4,1
,Marion,90,0,21,53,16,"1,435",268,"1,079",88,14
,Martinsville,18,0,3,2,13,954,110,809,35,2
,Merrillville,95,3,4,35,53,"1,273",110,"1,038",125,0
,Michigan City,147,2,23,61,61,"2,016",412,"1,469",135,16
,Mishawaka,142,0,15,52,75,"3,065",523,"2,386",156,15
,Monticello,4,0,0,2,2,144,15,121,8,1
,Mooresville,7,0,1,1,5,331,51,261,19,0
,Mount Vernon,39,0,5,4,30,454,123,322,9,2
,Muncie,244,0,22,101,121,"2,084",476,"1,432",176,28
,Munster,29,0,0,8,21,453,43,400,10,0
,Nappanee,1,0,0,1,0,153,21,127,5,0
,New Albany,109,1,8,44,56,"2,238",478,"1,620",140,19
,New Castle,14,1,4,7,2,"1,075",241,820,14,1
,New Haven,24,0,1,9,14,379,69,294,16,0
,New Whiteland,18,0,0,0,18,98,15,77,6,0
,Noblesville,31,1,7,3,20,872,119,720,33,7
,North Liberty,8,0,0,1,7,21,9,11,1,1
,North Vernon,5,0,3,0,2,255,43,198,14,0
,Oakland City,4,0,0,0,4,51,8,43,0,1
,Peru,16,0,1,2,13,220,69,137,14,4
,Plainfield,36,0,3,9,24,684,97,560,27,1
,Plymouth,11,0,4,2,5,417,54,345,18,2
,Portage,98,0,5,17,76,"1,222",181,974,67,4
,Porter,4,0,0,0,4,82,11,67,4,1
,Portland,4,0,4,0,0,212,19,188,5,1
,Princeton,12,0,3,1,8,272,22,249,1,0
,Rensselaer,17,0,2,1,14,235,44,190,1,0
,Richmond,170,0,33,76,61,"1,620",557,948,115,48
,Rushville,13,0,2,2,9,334,69,257,8,0
,Schererville,15,0,2,7,6,766,47,672,47,0
,Scottsburg,42,0,4,1,37,343,60,275,8,0
,Seymour,82,1,9,9,63,"1,089",165,873,51,3
,Shelbyville2,8,0,2,0,6,,,934,22,0
,South Bend,746,6,52,339,349,"5,929","2,216","3,411",302,51
,South Whitley,1,0,0,0,1,21,3,18,0,0
,Speedway,31,2,2,20,7,608,92,477,39,1
,St. John,1,0,0,1,0,171,10,156,5,0
,Tell City,9,0,4,1,4,214,46,162,6,1
,Terre Haute,146,2,33,68,43,"4,202","1,086","2,760",356,47
,Tipton,3,0,1,1,1,148,31,116,1,0
,Valparaiso,46,0,5,14,27,811,112,668,31,3
,Vincennes,19,0,0,6,13,"1,146",223,857,66,0
,Walkerton,2,0,0,0,2,30,9,18,3,1
,Warsaw,6,0,3,3,0,633,64,556,13,3
,Washington,21,0,1,0,20,559,156,369,34,0
,Waterloo,12,0,0,0,12,91,20,69,2,0
,Westfield,17,0,4,3,10,431,47,376,8,2
,West Lafayette,48,0,4,6,38,486,79,382,25,1
,Westville,2,0,1,0,1,58,12,44,2,1
,Whitestown,4,3,0,0,1,40,1,34,5,0
,Whiting,3,0,0,2,1,235,49,171,15,0
,Winchester,2,0,1,0,1,272,31,240,1,1
,Winona Lake,8,0,0,1,7,28,3,22,3,0
,Zionsville,3,0,0,0,3,194,36,157,1,3
IOWA,Adel,12,0,2,0,10,76,28,44,4,1
,Albia,4,0,1,0,3,69,13,55,1,0
,Algona,10,1,1,0,8,36,7,26,3,2
,Altoona,21,1,5,1,14,426,84,327,15,0
,Ames,177,1,24,10,142,"1,556",289,"1,217",50,3
,Anamosa,6,0,1,1,4,121,58,61,2,1
,Ankeny,47,1,12,8,26,704,105,578,21,4
,Atlantic,8,0,2,0,6,153,27,125,1,1
,Audubon,0,0,0,0,0,36,17,19,0,0
,Bettendorf,25,0,1,4,20,479,79,385,15,1
,Boone,37,0,3,0,34,298,99,191,8,2
,Burlington,164,1,16,19,128,"1,002",255,711,36,5
,Camanche,7,0,0,0,7,60,16,40,4,0
,Carlisle,0,0,0,0,0,24,7,17,0,0
,Carroll,6,0,1,0,5,145,22,111,12,0
,Cedar Falls,71,1,10,3,57,684,113,552,19,3
,Cedar Rapids,379,1,33,123,222,"4,966","1,026","3,701",239,11
,Centerville,24,0,3,0,21,190,43,133,14,7
,Chariton,12,0,1,0,11,100,29,63,8,3
,Charles City,9,0,0,0,9,134,22,110,2,0
,Cherokee,47,0,3,1,43,88,34,50,4,1
,Clarinda,19,0,3,0,16,168,31,127,10,0
,Clarion,1,0,0,0,1,32,4,24,4,2
,Clinton,148,1,13,20,114,"1,166",246,875,45,13
,Clive,33,0,3,3,27,282,47,219,16,7
,Coralville,26,0,5,9,12,471,55,402,14,1
,Council Bluffs,636,1,60,77,498,"3,646",801,"2,412",433,31
,Cresco,3,0,0,1,2,101,41,56,4,3
,Creston,18,0,0,1,17,193,41,138,14,1
,Davenport,865,2,59,209,595,"4,894","1,148","3,521",225,24
,Decorah,5,0,1,0,4,60,7,47,6,0
,Denison,7,0,1,0,6,77,15,59,3,0
,Des Moines,"1,072",6,105,224,737,"9,795","2,248","6,808",739,43
,De Witt,8,0,1,0,7,84,21,57,6,0
,Dubuque,333,0,18,36,279,"1,771",463,"1,257",51,24
,Dyersville,3,0,2,0,1,46,6,39,1,0
,Eldora,12,0,3,0,9,36,13,19,4,0
,Eldridge,3,0,0,1,2,67,8,55,4,1
,Emmetsburg,3,0,0,0,3,11,0,10,1,0
,Estherville,15,0,0,0,15,77,22,55,0,0
,Evansdale,7,0,3,0,4,134,45,79,10,1
,Fairfield,15,0,2,2,11,263,80,175,8,4
,Forest City,14,0,0,0,14,32,15,15,2,1
,Fort Dodge,79,0,3,23,53,"1,270",380,835,55,17
,Fort Madison,63,0,17,1,45,357,88,244,25,1
,Glenwood,17,0,0,0,17,120,54,61,5,1
,Grinnell,20,0,3,1,16,172,26,144,2,1
,Hampton,1,0,0,0,1,23,1,22,0,0
,Hawarden,4,0,0,0,4,19,8,10,1,0
,Hiawatha,3,1,1,1,0,135,25,107,3,2
,Humboldt,1,0,0,0,1,21,9,10,2,0
,Independence,4,0,0,0,4,83,18,61,4,2
,Indianola,26,1,7,2,16,290,53,216,21,2
,Iowa City,183,0,32,31,120,"1,533",283,"1,176",74,8
,Iowa Falls,1,0,0,0,1,126,15,106,5,1
,Jefferson,4,0,0,0,4,54,17,35,2,0
,Johnston,19,0,1,3,15,193,28,154,11,0
,Keokuk,117,0,6,2,109,502,89,384,29,0
,Le Mars,17,0,5,0,12,261,39,204,18,2
,Lisbon,0,0,0,0,0,42,5,37,0,0
,Manchester,20,0,3,0,17,73,15,55,3,1
,Maquoketa,22,0,4,1,17,239,100,129,10,1
,Marion,53,0,10,5,38,581,132,418,31,7
,Marshalltown,107,0,1,3,103,"1,061",293,718,50,4
,Mason City,47,0,11,1,35,"1,058",203,807,48,6
,Monticello,2,0,0,0,2,35,8,23,4,1
,Mount Pleasant,40,0,4,0,36,247,71,169,7,1
,Mount Vernon,8,0,2,0,6,52,4,46,2,0
,Muscatine2,114,1,19,4,90,,163,,20,6
,Nevada,55,0,6,0,49,174,26,142,6,3
,New Hampton,2,0,0,0,2,28,5,21,2,1
,Newton,19,1,0,0,18,473,70,385,18,0
,North Liberty,21,0,3,0,18,94,24,67,3,1
,Norwalk,7,0,1,0,6,104,15,85,4,0
,Oelwein,27,0,4,0,23,155,38,104,13,0
,Ogden,5,0,0,0,5,21,6,15,0,1
,Orange City,6,0,2,0,4,70,21,43,6,0
,Osage,3,0,0,0,3,33,7,25,1,0
,Osceola,3,0,1,0,2,101,15,82,4,1
,Oskaloosa,38,0,9,1,28,219,45,166,8,2
,Ottumwa,101,2,13,12,74,913,202,677,34,19
,Pella,31,0,1,0,30,126,23,95,8,3
,Perry,36,0,1,1,34,124,19,101,4,1
,Pleasant Hill,12,0,1,0,11,165,73,77,15,3
,Prairie City,3,0,0,0,3,16,10,5,1,0
,Red Oak,13,0,0,0,13,152,46,99,7,1
,Sac City,1,0,0,0,1,29,9,20,0,0
,Sergeant Bluff,9,0,0,0,9,66,8,57,1,2
,Sheldon,5,0,0,2,3,65,20,42,3,0
,Shenandoah,2,0,1,0,1,76,6,65,5,1
,Sioux City,285,0,22,32,231,"3,103",618,"2,333",152,16
,Spirit Lake,3,0,0,1,2,125,16,108,1,0
,St. Ansgar,0,0,0,0,0,3,0,3,0,0
,State Center,1,0,0,0,1,14,3,11,0,0
,Storm Lake,45,0,1,2,42,276,87,181,8,8
,Story City,1,0,0,0,1,45,21,23,1,0
,Tipton,5,0,0,0,5,42,9,32,1,0
,Urbandale,58,0,12,4,42,718,122,576,20,3
,Vinton,10,0,3,0,7,67,11,54,2,1
,Washington,38,1,1,0,36,92,24,60,8,0
,Waterloo,435,3,33,70,329,"2,558",812,"1,635",111,33
,Waukee,15,0,2,0,13,207,61,142,4,0
,Webster City,32,0,4,0,28,263,71,181,11,2
,West Burlington,6,0,1,4,1,120,27,88,5,0
,West Des Moines,109,0,22,11,76,"1,736",173,"1,516",47,26
,West Liberty,2,0,0,0,2,59,26,31,2,0
,West Union,1,0,0,0,1,19,5,13,1,1
,Williamsburg,4,0,0,1,3,34,12,21,1,0
,Wilton,8,0,1,0,7,39,14,23,2,0
,Windsor Heights,13,0,3,4,6,182,16,160,6,0
,Winterset,6,0,1,0,5,174,85,86,3,0
KANSAS,Abilene,14,0,2,2,10,266,30,230,6,2
,Andover,14,0,4,0,10,361,34,315,12,0
,Anthony,1,0,0,0,1,42,12,25,5,1
,Arkansas City,53,0,9,2,42,495,89,388,18,6
,Arma,4,0,0,0,4,29,5,23,1,0
,Atchison,18,0,3,2,13,337,87,238,12,3
,Atwood,1,0,0,0,1,10,1,8,1,0
,Auburn,0,0,0,0,0,0,0,0,0,0
,Augusta,18,0,1,2,15,286,30,248,8,3
,Baldwin City,10,0,2,0,8,95,7,86,2,0
,Basehor,3,0,0,1,2,71,12,53,6,1
,Baxter Springs,6,0,2,0,4,60,20,36,4,3
,Bel Aire,3,0,0,1,2,53,9,42,2,1
,Beloit,12,0,1,0,11,44,14,29,1,0
,Bonner Springs,14,0,2,3,9,249,57,169,23,2
,Bucklin,0,0,0,0,0,0,0,0,0,0
,Burlington,2,0,0,0,2,16,4,12,0,0
,Bushton,0,0,0,0,0,0,0,0,0,0
